0.527301371098,15.5390510559,15.0117492676
0.328239381313,15.5535678864,15.2253284454
1.08285653591,15.7035665512,14.6207103729
0.188372895122,15.5957813263,15.4074087143
0.732869982719,15.7540340424,15.0211648941
0.0306909903884,15.2494821548,15.218791008
0.0587577186525,15.4317417145,15.3729839325
0.784059882164,15.1942415237,14.4101819992
0.583265900612,15.3278369904,14.7445716858
0.339332789183,15.5097084045,15.170375824
1.51056110859,15.5210971832,14.0105361938
1.35596656799,15.3729276657,14.0169610977
1.44711136818,15.8042058945,14.357093811
1.33104050159,15.4507684708,14.1197280884
0.936222910881,15.8756523132,14.9394292831
1.04265511036,15.4961290359,14.4534740448
0.930897533894,15.3984298706,14.4675321579
0.914104521275,15.376791954,14.4626874924
1.40389204025,16.0054302216,14.6015386581
2.21894192696,16.1831035614,13.9641618729
2.99747109413,16.6147651672,13.6172933578
2.88179850578,16.4226131439,13.5408143997
4.04633522034,16.6092662811,12.5629310608
3.73756623268,16.8743515015,13.1367855072
3.71937775612,16.8597011566,13.1403226852
3.59115600586,16.6350650787,13.0439090729
3.49186420441,16.9782981873,13.4864330292
3.56344747543,16.5130252838,12.9495773315
3.24213480949,16.5852279663,13.3430929184
3.2996635437,16.239774704,12.940112114
2.96214008331,16.5096187592,13.5474777222
4.11199522018,16.8210124969,12.7090167999
4.21404361725,16.48802948,12.2739858627
4.30435085297,16.5775527954,12.2732019424
4.10714960098,16.7648506165,12.6577005386
3.04865598679,16.160194397,13.1115379333
3.61054158211,16.4981079102,12.8875656128
3.66181468964,16.3928184509,12.7310037613
3.8527302742,16.4513320923,12.5986013412
4.14505290985,16.4844646454,12.3394117355
3.92902183533,16.7642173767,12.8351955414
4.19964361191,16.5107212067,12.3110780716
4.24629974365,16.9514484406,12.7051496506
4.10147333145,16.9499874115,12.8485136032
3.00681138039,16.2876281738,13.2808179855
2.14765667915,16.1591682434,14.011510849
1.33207404613,15.821395874,14.4893226624
0.0961912050843,15.1316270828,15.0354366302
-2.26907467842,13.6547632217,15.9238386154
-3.11164999008,13.3586015701,16.4702510834
-3.76842856407,12.9448051453,16.7132339478
-3.50747656822,13.0276870728,16.5351638794
-2.22912454605,13.4991693497,15.7282943726
-0.518473982811,14.6636638641,15.182138443
1.3334171772,15.6383571625,14.3049402237
1.48697042465,15.4663915634,13.9794206619
2.46586322784,16.1885280609,13.7226648331
1.90876340866,15.6893119812,13.7805490494
2.77791905403,16.3281993866,13.550280571
2.67929196358,16.0964164734,13.4171247482
2.71808838844,16.5113430023,13.7932538986
2.54871606827,16.4471473694,13.8984308243
2.14676475525,15.7375125885,13.5907478333
3.25048351288,16.7295379639,13.4790554047
3.41146326065,16.7989692688,13.3875055313
2.78192734718,16.2911434174,13.5092153549
2.76418423653,16.4026412964,13.6384572983
3.73820257187,16.8629207611,13.1247186661
3.92375707626,16.8502693176,12.9265127182
3.95487451553,16.8305873871,12.8757123947
3.54221653938,16.6946926117,13.1524753571
3.89322018623,17.1331996918,13.239979744
3.7877395153,16.5527515411,12.7650117874
3.59034919739,16.4997711182,12.9094209671
3.12364315987,16.4929542542,13.3693113327
3.9589009285,16.7936878204,12.8347864151
3.59520173073,16.1231842041,12.5279817581
3.94453382492,16.3647842407,12.420249939
3.93596625328,16.2988452911,12.3628797531
3.86216115952,16.1963558197,12.334195137
3.98341345787,16.7400760651,12.7566633224
3.58306837082,16.1132202148,12.5301513672
1.66398060322,14.9559774399,13.2919969559
0.640710115433,14.7532148361,14.1125049591
-0.520634591579,14.1223697662,14.6430044174
-1.22175121307,13.9581775665,15.1799287796
-2.79738807678,13.3422613144,16.1396484375
-3.43390727043,13.093667984,16.5275745392
-2.50128078461,13.4317493439,15.9330301285
-2.32253718376,13.4210014343,15.7435388565
-3.61716747284,12.9450540543,16.5622215271
-3.56463241577,12.9471282959,16.5117607117
-3.44080328941,12.8247537613,16.2655563354
-3.45727372169,12.8242301941,16.2815036774
-3.03483223915,13.122469902,16.1573009491
-3.13076591492,13.0133209229,16.1440868378
-3.09964370728,13.2084598541,16.3081035614
-2.6672565937,13.3591566086,16.0264129639
-2.0994784832,13.767583847,15.867061615
-2.02646160126,14.5795793533,16.6060409546
-2.69754695892,14.7152862549,17.4128322601
-6.78476190567,13.3882694244,20.1730308533
-8.97725105286,13.418797493,22.3960494995
-9.88943958282,14.6405220032,24.5299606323
-12.7696828842,14.6272420883,27.3969249725
-12.1872377396,15.1166591644,27.3038959503
-11.1561946869,16.5307064056,27.6869010925
-14.5737342834,14.0339336395,28.607667923
-12.4403858185,15.018330574,27.4587173462
-11.9431419373,13.5056524277,25.4487953186
-12.4529762268,12.5141477585,24.967124939
-12.4290008545,12.6576719284,25.0866718292
-11.5361499786,12.5456695557,24.0818195343
-7.20085191727,14.4041881561,21.6050395966
-4.41297721863,16.1402015686,20.5531787872
-2.22579050064,17.7786235809,20.0044136047
1.32126772404,19.6784076691,18.3571395874
2.23239636421,20.2599086761,18.0275115967
3.14331698418,21.4390792847,18.2957630157
2.86785912514,21.6856937408,18.8178329468
3.52728509903,21.7813053131,18.2540206909
3.88207745552,22.3353557587,18.4532794952
2.88505744934,22.0411109924,19.1560535431
2.86001563072,22.767282486,19.9072685242
4.54519033432,23.5210838318,18.9758930206
4.17211008072,23.1884880066,19.0163784027
5.26840496063,23.6819782257,18.4135723114
5.51818370819,24.1461277008,18.6279430389
5.89588737488,24.492023468,18.5961360931
5.97523021698,24.7438335419,18.7686023712
5.82154607773,24.7723464966,18.9508018494
5.87854385376,24.8041667938,18.9256229401
4.85360860825,24.6551189423,19.8015117645
4.24428129196,24.3798542023,20.1355743408
4.88865661621,24.3881473541,19.4994907379
4.47418117523,24.1784744263,19.7042922974
4.39042282104,23.6375331879,19.2471103668
4.1256775856,24.1057891846,19.9801120758
5.26665496826,24.5846481323,19.3179931641
3.80897426605,23.8354206085,20.0264472961
5.05590009689,24.7437992096,19.6878986359
4.2320523262,24.3325424194,20.1004886627
4.84490346909,25.0487766266,20.2038726807
3.54114365578,24.1680641174,20.6269187927
3.6004524231,24.3072052002,20.7067527771
3.65746068954,23.9365692139,20.2791080475
3.95994520187,24.0751342773,20.1151885986
3.67280197144,23.5835380554,19.910736084
4.61139345169,23.9489479065,19.3375549316
2.93927121162,23.1985321045,20.2592601776
0.606009721756,21.8869972229,21.2809867859
-4.58544683456,19.3538913727,23.9393386841
-10.0137901306,16.5970020294,26.61079216
-12.1883630753,15.646853447,27.8352165222
-13.0475168228,15.0729789734,28.1204967499
-12.9582090378,15.6398363113,28.5980453491
-2.28067493439,20.913312912,23.1939888
2.2014529705,23.2583370209,21.0568828583
4.9436044693,24.1961612701,19.2525577545
5.30873012543,24.7547359467,19.4460048676
5.47608137131,24.9572620392,19.481180191
5.75302934647,25.410326004,19.6572971344
5.40095424652,25.2280311584,19.8270778656
6.69453477859,25.7739849091,19.0794506073
5.59375953674,25.5647144318,19.970954895
5.58652305603,25.4172916412,19.8307685852
5.61101722717,25.1975059509,19.5864887238
5.41639614105,25.5428161621,20.1264190674
5.27100515366,25.6545410156,20.3835353851
5.82882642746,25.5087471008,19.6799201965
4.48453426361,25.0590782166,20.5745449066
4.6233625412,24.6356239319,20.012260437
5.27620124817,25.4933433533,20.2171421051
5.03416442871,25.3613815308,20.3272171021
5.4836807251,25.3198032379,19.8361225128
4.51698923111,24.676700592,20.1597118378
4.68581151962,25.2892036438,20.6033916473
4.63372421265,25.0866565704,20.4529323578
3.74226713181,24.5354270935,20.7931594849
7.90019750595,26.1957397461,18.2955436707
13.5366401672,29.7113265991,16.1746864319
0.0,0.0,0.0
14.8631105423,27.6119174957,12.7488059998
4.34372806549,25.9764099121,21.6326808929
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
